,course_title,url,price,num_subscribers,level,Rating,content_duration,published_timestamp
448,Basic HTML CSS and Web Design,https://www.udemy.com/basic-html-css-web-design/,30.0,4030.0,All Levels,0.92,9.0,2016-02-19T18:10:13Z
449,JavaScript the Basics - JavaScript for Beginners,https://www.udemy.com/javascript-the-basics-for-beginners/,120.0,4028.0,Intermediate Level,0.92,9.0,2016-06-09T15:13:54Z
450,Build Professional WordPress Website,https://www.udemy.com/wordpress-no-coding/,145.0,4020.0,Intermediate Level,0.92,3.5,2015-01-14T09:02:00Z
451,Learn HTML Fast and Easy!,https://www.udemy.com/learn-to-code-html/,20.0,4011.0,Intermediate Level,0.92,1.5,2015-08-03T22:01:42Z
452,Creating Animations using HTML5 Canvas,https://www.udemy.com/hmtl5-canvas-animations/,25.0,4010.0,All Levels,0.92,1.0,2016-06-13T18:58:56Z
453,Become PHP Facebook Developer: Password-Less Authentication,https://www.udemy.com/php-facebook-developer-password-less-authentication/,195.0,4001.0,All Levels,0.92,4.0,2017-05-07T19:30:36Z
454,The Bubble Course - Create Complete Web Apps without Coding,https://www.udemy.com/bubble-course/,30.0,3960.0,Beginner Level,0.92,4.5,2016-07-24T18:04:32Z
455,Mastering Basic CSS Selectors.,https://www.udemy.com/mastering-basic-css-selectors/,0.0,3933.0,All Levels,0.92,3.0,2017-05-09T22:13:22Z
456,"Master JavaScript Programming, 3 Projects Included !!",https://www.udemy.com/master-javascript-programming-extended-course/,20.0,3903.0,Beginner Level,0.58,10.5,2017-06-27T23:16:24Z
457,Laravel(5.2) PHP Framework Jump Start for beginners,https://www.udemy.com/laravel-php-framework-jump-start-for-beginners/,20.0,3898.0,Intermediate Level,0.22,3.0,2015-12-29T18:54:13Z
458,Become a HTML and CSS Developer - Build a Responsive Site,https://www.udemy.com/learn-to-code-in-html-and-css/,0.0,3894.0,All Levels,0.97,2.0,2016-05-26T04:46:39Z
459,Complete HTML5 and CSS3 Course +1 Start to Finish Project,https://www.udemy.com/complete-html5-and-css3-course-1-start-to-finish-project/,200.0,3887.0,All Levels,0.71,8.5,2015-09-07T23:42:50Z
460,Laravel Homestead,https://www.udemy.com/laravel-homestead/,0.0,3883.0,Beginner Level,0.89,1.0,2016-12-07T03:43:24Z
461,Wordpress for Beginners - Build a Live Website from Scratch,https://www.udemy.com/wordpress_for_beginners/,20.0,3877.0,Beginner Level,0.55,1.5,2015-09-09T17:53:26Z
462,"Build Realtime Apps | React Js, Golang & RethinkDB",https://www.udemy.com/realtime-apps-with-reactjs-golang-rethinkdb/,60.0,3854.0,Beginner Level,0.72,3.0,2016-01-29T20:30:27Z
463,CSS3 for beginners,https://www.udemy.com/css-learn-css-from-scratch/,195.0,3831.0,Intermediate Level,0.5,1.5,2015-04-23T17:43:44Z
464,WordPress local server setup and site migration online,https://www.udemy.com/wordpress-local-install-and-two-methods-to-migrate-online/,55.0,3801.0,All Levels,0.37,1.0,2017-01-03T22:28:01Z
465,How to Start a WordPress Blog - Complete Beginners Guide!,https://www.udemy.com/how-to-start-a-blog-complete-beginners-guide/,0.0,3784.0,Intermediate Level,0.13,2.0,2017-01-02T23:07:34Z
466,How To Create A Real Estate Website With Wordpress 2017,https://www.udemy.com/how-to-create-a-real-estate-website-with-wordpress-2017/,0.0,3782.0,Beginner Level,0.57,1.5,2017-06-06T14:10:36Z
467,WordPress Plugin Development for 2017 - Build 14 Plugins,https://www.udemy.com/advanced-wordpress-development-take-control-of-the-back-end/,50.0,3770.0,All Levels,0.73,7.0,2015-08-11T20:52:21Z
468,Angular Material - Quickstart,https://www.udemy.com/styling-angular-applications-with-angular-material/,0.0,3766.0,All Levels,0.66,0.7,2017-03-09T22:12:32Z
469,How To Make A Business Website In 1 Day With Wix FAST & EASY,https://www.udemy.com/how-i-make-a-professional-website-in-1-day-or-less-with-wix/,20.0,3759.0,All Levels,0.94,4.0,2016-04-18T15:23:27Z
470,Learn CSS Transition and Animation,https://www.udemy.com/css-transition-and-animation/,100.0,3757.0,Beginner Level,0.2,1.0,2015-05-27T17:51:19Z
471,Learn XML Crash Course: Discover Essential XML Fundamentals,https://www.udemy.com/learn-xml-crash-course/,50.0,3704.0,All Levels,0.72,2.0,2014-06-16T14:00:47Z
472,PHP MVC Framework CodeIgniter Tutorial for Beginners Project,https://www.udemy.com/php-mvc-framework-codeigniter-tutorial-for-beginners-project/,100.0,3701.0,Intermediate Level,0.34,10.5,2015-08-28T00:29:28Z
473,Develop Your First App in an Hour,https://www.udemy.com/develop-your-first-app-in-an-hour/,20.0,3699.0,Intermediate Level,0.92,1.0,2016-05-17T17:22:35Z
474,Javascript for Beginners,https://www.udemy.com/beginning-javascript/,20.0,3697.0,All Levels,0.11,3.0,2011-07-09T05:43:31Z
475,WordPress for Beginners - Tutorial - From Novice to Know-How,https://www.udemy.com/wordpress-for-beginners-tutorial-from-novice-to-know-how/,20.0,3694.0,Beginner Level,0.11,4.0,2015-08-28T19:41:50Z
476,"Build Your Own Calculator App with Javascript, HTML5 & CSS",https://www.udemy.com/create-a-calculator-web-app-with-javascript-html-css/,50.0,3688.0,All Levels,0.62,1.0,2017-04-13T17:36:32Z
477,Chrome Extensions : Develop 5 chrome extensions from scratch,https://www.udemy.com/chrome-extension-dev/,0.0,3655.0,Beginner Level,0.94,2.0,2017-03-30T15:22:46Z
478,How to create HTML Forms,https://www.udemy.com/how-to-create-html-forms/,30.0,3652.0,All Levels,0.94,0.6666666667,2016-04-29T04:48:25Z
479,VueJS V1 Introduction to VueJS JavaScript Framework,https://www.udemy.com/vuejs-introduction-to-vuejs-javascript-framework/,200.0,3632.0,Beginner Level,0.94,2.0,2016-07-26T16:53:56Z
480,Learn JSON with JavaScript Objects and APIs in 1 hour,https://www.udemy.com/json-course/,95.0,3619.0,Beginner Level,0.94,1.0,2016-10-26T14:19:40Z
481,Web Design HTML CSS How to Create a Website from Scratch,https://www.udemy.com/html-css-how-to-create-a-website-from-scratch/,50.0,3601.0,All Levels,0.94,2.0,2016-09-03T05:21:37Z
482,The Complete Guide to JavaScript Development,https://www.udemy.com/the-complete-javascript-development-course/,110.0,3590.0,Intermediate Level,0.94,14.0,2016-01-25T04:46:37Z
483,Build and Deploy a LAMP server on AWS,https://www.udemy.com/build-and-deploy-a-lamp-server-on-aws/,0.0,3571.0,Beginner Level,0.94,1.0,2017-06-19T23:33:54Z
484,JQuery Basics - Learn JQuery From Scratch,https://www.udemy.com/jquery-basics-learn-jquery-from-scratch/,100.0,3559.0,Intermediate Level,0.94,1.0,2017-06-18T21:23:07Z
485,How To Make A Wordpress Website 2017 | Divi Theme Tutorial,https://www.udemy.com/how-to-make-a-wordpress-website-2017-divi-theme-tutorial/,40.0,3541.0,Beginner Level,0.94,4.0,2017-01-26T22:15:02Z
486,Email Marketing: Send Unlimited Emails via Own Mail Server,https://www.udemy.com/email-marketing-send-unlimited-emails-via-own-mail-server/,35.0,3539.0,All Levels,0.94,1.0,2017-04-19T00:28:15Z
487,Create an eCommerce Wordpress Website 2016 - New Divi Theme!,https://www.udemy.com/create-an-ecommerce-wordpress-website-2016-new-divi-theme/,30.0,3503.0,All Levels,0.94,4.0,2016-10-27T14:30:01Z
488,How To Make an eCommerce Website With Wordpress 2017,https://www.udemy.com/how-to-make-an-ecommerce-website-with-wordpress-2017/,0.0,3493.0,Intermediate Level,0.94,4.5,2017-05-09T22:08:11Z
489,A Complete Laravel basics from beginner to expert,https://www.udemy.com/learn-laravel-from-beginner-to-expert/,25.0,3492.0,All Levels,0.94,1.5,2016-12-06T22:07:53Z
490,Learn Ruby Programming The Easy Way,https://www.udemy.com/learn-ruby-programming-the-easy-way/,35.0,3485.0,Intermediate Level,0.55,2.0,2015-09-15T19:07:14Z
491,The complete HTML5 course,https://www.udemy.com/learn-html-by-building-websites/,20.0,3461.0,All Levels,0.43,1.5,2015-12-02T18:47:34Z
492,All in one HTML CSS and JQuery,https://www.udemy.com/all-in-one-html-css-and-jquery/,20.0,3444.0,All Levels,0.34,3.0,2017-01-27T22:27:20Z
493,Professional Python Web Development Using Flask,https://www.udemy.com/python-flask-course/,120.0,3420.0,All Levels,0.18,14.5,2015-03-04T00:10:36Z
494,Complete WordPress Theme Developer Course With Bootstrap,https://www.udemy.com/the-complete-wordpress-theme-developer-course/,150.0,3415.0,All Levels,0.88,25.0,2016-07-01T20:06:13Z
495,Create a classified website in 2 hours - guaranteed,https://www.udemy.com/create-a-classified-website-in-2-hours-guaranteed/,50.0,3411.0,Intermediate Level,0.21,1.0,2013-11-09T09:36:07Z
496,"Ajax in JavaScript and JQuery, with PHP - Creating Chat App",https://www.udemy.com/ajax-in-javascript-and-jquery-with-php/,200.0,3399.0,All Levels,0.76,1.5,2015-07-27T20:23:28Z
497,Become a Certified Web Developer - Beginner to Expert,https://www.udemy.com/jquery101/,200.0,3397.0,All Levels,0.9,8.0,2015-04-06T16:38:49Z
498,Building Websites Create a fully functional Web contact form,https://www.udemy.com/how-to-create-a-fully-functional-web-contact-form/,200.0,3392.0,All Levels,0.93,1.5,2016-10-06T20:52:47Z
499,Quick learning jQuery web development,https://www.udemy.com/quick-learning-jquery-web-development/,150.0,3388.0,Beginner Level,0.73,3.0,2016-04-25T17:04:36Z
500,HTML Made Simple For Beginners: Create a One Page Website,https://www.udemy.com/html-made-simple-create-your-own-webpage-step-by-step/,65.0,3380.0,Beginner Level,0.15,2.0,2015-10-14T22:08:17Z
501,Complete Website & CMS in PHP & MySQL From Scratch!,https://www.udemy.com/cms-admin-panel-in-php-mysql/,20.0,3357.0,Intermediate Level,0.55,12.5,2014-04-18T09:51:00Z
502,Angular 2 Routing: Up And Running,https://www.udemy.com/angular-2-routing-up-and-running/,0.0,3357.0,All Levels,0.61,0.6166666667,2017-02-21T23:34:56Z
503,Up and Running with jQuery,https://www.udemy.com/up-and-running-with-jquery/,0.0,3324.0,Beginner Level,0.2,5.0,2017-02-03T23:23:30Z
504,JSON Crash Course for Beginners,https://www.udemy.com/json-crash-course-for-beginners-learn-json-in-one-hour/,45.0,3323.0,Beginner Level,0.88,0.6333333333,2017-01-17T05:11:14Z
505,"Build a Real Time web app in node.js , Angular.js, mongoDB",https://www.udemy.com/realtime-meanstack/,20.0,3299.0,Beginner Level,0.21,4.0,2015-03-04T00:11:45Z
506,Full-Stack Web Apps with Meteor and React,https://www.udemy.com/meteor-react/,85.0,3295.0,Beginner Level,0.92,31.5,2016-11-23T23:05:38Z
507,Bootstrap 3 Beginners: Create a Professional Landing Page,https://www.udemy.com/bootstrap-beginners-landing-page/,20.0,3271.0,Beginner Level,0.92,2.5,2015-09-20T21:04:03Z
508,introduction to HTML Course,https://www.udemy.com/introduction-to-html-course/,20.0,3258.0,Expert Level,0.92,2.0,2016-05-16T15:14:17Z
509,Coding Made Easy: HTML & CSS For Beginners,https://www.udemy.com/coding-made-easy-html-css-for-beginners/,40.0,3254.0,Beginner Level,0.92,1.5,2016-06-07T17:35:07Z
510,React From The Ground Up,https://www.udemy.com/reactjs-from-the-ground-up/,150.0,3252.0,Intermediate Level,0.92,12.5,2016-05-02T21:59:07Z
511,In Depth Web Development Made Easy,https://www.udemy.com/in-depth-web-development-from-scratch/,25.0,3249.0,All Levels,0.92,6.5,2015-10-30T16:55:44Z
512,ES6 / EcmaScript 6 for beginners an introduction,https://www.udemy.com/es6-ecmascript-6-for-beginners/,0.0,3227.0,All Levels,0.92,2.0,2017-06-22T22:01:11Z
513,The Complete E-Commerce Web Developer Course 5.0,https://www.udemy.com/e-commerce-web-developer-course/,195.0,3209.0,All Levels,0.92,12.5,2016-09-13T16:12:58Z
514,Learn JSON for beginners with JavaScript,https://www.udemy.com/json-javascript-course/,200.0,3193.0,Beginner Level,0.92,1.5,2017-06-30T17:40:02Z
515,Professional WordPress Theme Development For 2017,https://www.udemy.com/advanced-wordpress-theme-development-next-level-of-theming/,20.0,3185.0,Beginner Level,0.92,8.0,2015-05-08T19:10:30Z
516,Professional Ruby on Rails Developer with Rails 5,https://www.udemy.com/pro-ruby-on-rails-rails5/,200.0,3179.0,All Levels,0.92,20.5,2017-02-19T22:03:15Z
517,Ethereum Developer: Build A Decentralised Blockchain App,https://www.udemy.com/ethereum-developer/,195.0,3169.0,Beginner Level,0.92,3.5,2016-09-26T17:50:36Z
518,Angular 2 Demystified,https://www.udemy.com/introduction-to-angular2/,20.0,3150.0,All Levels,0.92,3.5,2015-05-18T20:48:48Z
519,Ultimate JavaScript Strings,https://www.udemy.com/js-strings/,0.0,3142.0,Beginner Level,0.8,0.6166666667,2016-07-29T12:53:13Z
520,Scaling Docker on AWS,https://www.udemy.com/scaling-docker-on-aws/,25.0,3133.0,All Levels,0.8,6.0,2016-03-28T17:51:04Z
521,The Full Stack Web Development,https://www.udemy.com/the-full-stack-web-development/,60.0,3119.0,All Levels,0.8,33.0,2016-11-24T00:38:03Z
522,Critical Web Dev Skills & Tools for the Non-Tech Hustler,https://www.udemy.com/critical-web-dev-skills-tools-for-the-non-tech-hustler/,0.0,3118.0,All Levels,0.8,1.5,2016-12-20T22:39:30Z
523,WordPress For Beginners | No Coding Required,https://www.udemy.com/wordpress-for-beginners-no-coding-required/,20.0,3106.0,All Levels,0.8,1.0,2017-04-15T00:32:58Z
524,Bootstrap 4 Responsive Web Design and Development,https://www.udemy.com/bootstrap-4-responsive-web-design-and-development/,20.0,3086.0,All Levels,0.8,7.5,2017-06-20T16:24:37Z
525,"Earn Big Profits With Web Development, Simple and Easy!",https://www.udemy.com/earn-big-profits-by-building-simple-and-easy-websites/,90.0,3073.0,Intermediate Level,0.8,1.5,2017-01-18T22:48:53Z
526,Create Website from scratch in Urdu & Hindi,https://www.udemy.com/create-website-from-scratch-in-urdu-hindi/,0.0,3033.0,Beginner Level,0.8,1.0,2016-06-05T15:48:54Z
527,Learn HTML5 At Your Own Pace. Ideal for Beginners,https://www.udemy.com/learning-html5/,50.0,3026.0,All Levels,0.8,7.0,2012-02-28T18:52:32Z
528,Expert Guide : Mastering Functions in JavaScript !,https://www.udemy.com/functions-in-javascript/,195.0,3015.0,All Levels,0.8,2.5,2015-06-19T22:58:29Z
529,How to Create A Website: An HTML Tutorial and CSS Tutorial,https://www.udemy.com/html-tutorial/,65.0,3012.0,All Levels,0.8,32.5,2016-09-25T20:55:57Z
530,AngularJS For ASP.NET MVC Developers,https://www.udemy.com/angularjs-for-aspnet-mvc-developers/,50.0,3011.0,All Levels,0.8,1.0,2015-02-23T15:11:20Z
531,"Learn HTML, CSS, and Ruby on Rails: Build Your First Blog",https://www.udemy.com/learn-html-css-and-ruby-on-rails-build-your-first-blog/,20.0,2985.0,All Levels,0.8,1.5,2016-11-29T23:41:06Z
532,jQuery for Beginners - Create Website Animations Easily,https://www.udemy.com/jquery-for-beginners-fundamentals-training-tutorial-course/,100.0,2971.0,Intermediate Level,0.8,3.0,2015-03-24T00:40:39Z
533,Learn the basics of the Web development: Coding Tactics,https://www.udemy.com/learn-the-basics-of-the-web-development-in-2-hours/,40.0,2965.0,Beginner Level,0.8,2.0,2017-04-29T00:52:53Z
534,Learn Ajax and jquery with PHP,https://www.udemy.com/learn-ajax-and-jquery-with-php/,20.0,2964.0,All Levels,0.8,1.5,2016-01-07T17:31:41Z
535,"Essential JavaScript, jQuery and AngularJS Training",https://www.udemy.com/essential-javascript-jquery-angularjs-training/,30.0,2919.0,All Levels,0.8,7.0,2015-07-09T22:41:32Z
536,Introduction to HTML5 Canvas basics of drawing,https://www.udemy.com/introduction-to-html5-canvas-basics-of-drawing/,200.0,2918.0,Beginner Level,0.8,1.0,2016-03-14T18:51:45Z
537,AngularJS Masterclass - Deep Dive & Understand AngularJS,https://www.udemy.com/angularjs-masterclass/,100.0,2912.0,All Levels,0.8,6.0,2015-03-04T22:52:26Z
538,Wordpress Security,https://www.udemy.com/easy-wordpress-security/,95.0,2888.0,All Levels,0.8,2.5,2015-04-13T17:53:02Z
539,Learn Ruby on Rails for Absolute Beginners,https://www.udemy.com/learn-ruby-on-rails-for-absolute-beginners/,195.0,2875.0,Beginner Level,0.8,4.5,2015-10-14T17:51:26Z
540,First Web Application with Spring Boot,https://www.udemy.com/spring-boot-first-web-application/,40.0,2865.0,Beginner Level,0.8,4.0,2017-01-27T16:45:13Z
541,Build Responsive Websites in an Hour using Portalfin,https://www.udemy.com/build-website/,0.0,2859.0,All Levels,0.8,0.7333333333,2016-09-25T17:45:52Z
542,Hosting your static website on Amazon AWS S3 service,https://www.udemy.com/hosting-a-static-website-on-amazon-aws-s3-service/,20.0,2853.0,All Levels,0.14,1.5,2017-05-05T23:42:32Z
543,"Create, Update and Manage Your Own Website Using Drupal 7",https://www.udemy.com/getting-to-know-drupal/,120.0,2837.0,All Levels,0.14,7.0,2013-10-16T21:22:35Z
544,Create Your Own Successful Online School To Sell Courses,https://www.udemy.com/create-an-online-school-website-with-joomla/,95.0,2814.0,All Levels,0.17,2.0,2014-11-18T04:02:55Z
545,How to Build Chat Bots: From Beginner to Intermediate,https://www.udemy.com/how-to-build-chats-bots-from-beginner-to-expert/,140.0,2814.0,Intermediate Level,0.47,2.0,2016-10-03T21:00:58Z
546,Dissecting Ruby on Rails 5 - Become a Professional Developer,https://www.udemy.com/professional-rails-5-development-course/,195.0,2804.0,All Levels,0.92,37.5,2017-02-07T00:40:33Z
547,"Basic Concepts of Web Development, HTTP and Java Servlets",https://www.udemy.com/web-application-and-java-servlet-concepts/,35.0,2797.0,Beginner Level,0.92,1.0,2014-08-27T11:31:44Z
548,JavaScript Design Patterns: 20 Patterns for Expert Code,https://www.udemy.com/javascript-design-patterns-20-patterns-for-expert-code/,95.0,2789.0,Beginner Level,0.92,3.5,2015-11-12T19:01:10Z
549,Complete Codeigniter: From Beginner to Advanced,https://www.udemy.com/complete-codeigniter-course-from-basic-to-advanced/,200.0,2786.0,Intermediate Level,0.92,3.0,2017-01-24T22:09:52Z
550,Learn MeteorJS By Building 10 Real World Projects,https://www.udemy.com/learn-meteorjs-by-building-10-real-world-projects/,50.0,2784.0,Intermediate Level,0.92,15.0,2015-07-28T17:23:14Z
551,JavaScript For Beginners : Learn JavaScript From Scratch,https://www.udemy.com/javascript-course-for-beginners/,195.0,11285.0,Intermediate Level,0.92,5.5,2017-02-07T17:20:39Z
552,Practical CSS Website Development: Crash Course,https://www.udemy.com/css-website-development-crash-course/,95.0,11170.0,Beginner Level,0.92,2.5,2016-02-02T21:05:27Z
553,Make a professional website - 30 Day Guarantee. Discounted!,https://www.udemy.com/make-your-own-business-website-beginner-and-intermediate/,20.0,11167.0,Beginner Level,0.92,2.0,2014-06-23T16:03:41Z
554,Improved SEO with Rich Snippets and MicroData,https://www.udemy.com/improved-seo-with-rich-snippets-and-microdata/,0.0,11026.0,Beginner Level,0.92,1.0,2014-06-09T10:35:40Z
555,Automate Web Development With Gulp JS,https://www.udemy.com/learn-gulp/,20.0,2784.0,All Levels,0.92,3.5,2014-08-23T20:11:57Z
556,Creating User Authentication System in CodeIgniter,https://www.udemy.com/codeigniter-user-authentication-system/,200.0,2783.0,Beginner Level,0.92,1.5,2016-12-22T12:44:26Z
557,How To Make A Wordpress Website 2017 - Divi Theme Tutorial,https://www.udemy.com/how-to-make-a-wordpress-website-2017-divi-theme-tutorial-for-beginners/,40.0,2780.0,All Levels,0.92,3.0,2017-01-26T17:16:27Z
